feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	structure_taxonomy_npclassifier_02superclass_consensus	structure_taxonomy_npclassifier_03class_consensus	msms_score	libname	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	score_taxo	score_max_consistency	final_score
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Himatanthus sucuuba	6067905.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Gentianales']	['Apocynaceae']	['Plumerieae']	['Himatanthus']	['Himatanthus sucuuba']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Medicago lupulina	38032.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Trifolieae']	['Medicago']	['Medicago lupulina']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Codonopsis pilosula	1014057.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Campanulaceae']	['Unknown']	['Codonopsis']	['Codonopsis pilosula']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-HGVZOGFYSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6+/m0/s1	C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Cussonia spicata	11201.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Apiales']	['Araliaceae']	['Unknown']	['Cussonia']	['Cussonia spicata']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-HGVZOGFYSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6+/m0/s1	C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Prunus avium	162547.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus avium']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-HGVZOGFYSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6+/m0/s1	C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Ipomoea muricata	563686.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Convolvulaceae']	['Ipomoeeae']	['Ipomoea']	['Ipomoea muricata']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-HGVZOGFYSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6+/m0/s1	C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Ipomoea capillacea	7054614.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Convolvulaceae']	['Ipomoeeae']	['Ipomoea']	['Ipomoea capillacea']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-HGVZOGFYSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6+/m0/s1	C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Primula veris	596319.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ericales']	['Primulaceae']	['Unknown']	['Primula']	['Primula veris']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-HGVZOGFYSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6+/m0/s1	C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Joannesia princeps	485781.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Euphorbiaceae']	['Jatropheae']	['Joannesia']	['Joannesia princeps']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Jatropha gossypiifolia	610105.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Euphorbiaceae']	['Jatropheae']	['Jatropha']	['Jatropha gossypiifolia']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Thalictrum aquilegiifolium	815364.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Unknown']	['Thalictrum']	['Thalictrum aquilegiifolium']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Thalictrum aquilegifolium	815364.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Unknown']	['Thalictrum']	['Thalictrum aquilegiifolium']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Galactites tomentosus	25038.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Galactites']	['Galactites tomentosus']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Teucrium polium	652402.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Unknown']	['Teucrium']	['Teucrium polium']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Plantago maritima	236705.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Plantagineae']	['Plantago']	['Plantago maritima']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-YJRYQGEOSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6-/m0/s1	C[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Dipsacus azureus	6061231.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Dipsacus']	['Dipsacus azureus']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-YJRYQGEOSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6-/m0/s1	C[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Dipsacus dipsacoides	6061231.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Dipsacus']	['Dipsacus azureus']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Fagopyrum esculentum	904381.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Polygonaceae']	['Fagopyreae']	['Fagopyrum']	['Fagopyrum esculentum']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-HGVZOGFYSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6+/m0/s1	C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Hohenbuehelia serotina	417404.0	['Eukaryota']	['Fungi']	['Basidiomycota']	['Agaricomycetes']	['Agaricales']	['Mycenaceae']	['Unknown']	['Panellus']	['Sarcomyxa serotina']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Ramalina fraxinea	968222.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Lecanoromycetes']	['Lecanorales']	['Ramalinaceae']	['Unknown']	['Ramalina']	['Ramalina fraxinea']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Ligusticum lucidum	3889978.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Apiales']	['Apiaceae']	['Unknown']	['Ligusticum']	['Ligusticum lucidum']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Aerva lanata	410254.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Amaranthaceae']	['Unknown']	['Aerva']	['Aerva lanata']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Candida albicans	154960.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Debaryomycetaceae']	['Unknown']	['Candida']	['Candida albicans']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Euglena gracilis	1073327.0	['Eukaryota']	['Unknown']	['Euglenida']	['Euglenophyceae']	['Unknown']	['Euglenaceae']	['Unknown']	['Euglena']	['Euglena gracilis']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Bombax ceiba	151046.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malvales']	['Malvaceae']	['Unknown']	['Bombax']	['Bombax ceiba']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Swertia angustifolia var. pulchella	5784500.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Gentianales']	['Gentianaceae']	['Gentianeae']	['Swertia']	['Swertia angustifolia']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Bombax malabaricum	151046.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malvales']	['Malvaceae']	['Unknown']	['Bombax']	['Bombax ceiba']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Lantana camara	78889.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Verbenaceae']	['Lantaneae']	['Lantana']	['Lantana camara']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Cajanus cajan	612448.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Phaseoleae']	['Cajanus']	['Cajanus cajan']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Suaeda aegyptiaca	737778.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Chenopodiaceae']	['Unknown']	['Suaeda']	['Suaeda aegyptiaca']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Cannabis sativa	84004.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Cannabaceae']	['Unknown']	['Cannabis']	['Cannabis sativa']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Poa huecu	3950744.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Poeae']	['Poa']	['Poa huecu']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Beta vulgaris	273185.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Chenopodiaceae']	['Unknown']	['Beta']	['Beta vulgaris']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Daucus carota	372836.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Apiales']	['Apiaceae']	['Scandiceae']	['Daucus']	['Daucus carota']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Codiaeum variegatum	99390.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Euphorbiaceae']	['Codiaeae']	['Codiaeum']	['Codiaeum variegatum']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Siphoneugena densiflora	61053.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Myrtales']	['Myrtaceae']	['Myrteae']	['Siphoneugena']	['Siphoneugena densiflora']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Millettia pendula	6096959.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Millettieae']	['Millettia']	['Millettia pendula']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Millettia leucantha	3920698.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Millettieae']	['Millettia']	['Millettia leucantha']	1	3	3.819943904876709
4711	233	Terpenoids	Monoterpenoids	Disaccharides	0.32998595	ISDB	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5		164.068473484	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	Siraitia grosvenorii	532954.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Cucurbitales']	['Cucurbitaceae']	['Siraitieae']	['Siraitia']	['Siraitia grosvenorii']	1	3	3.819943904876709
4707	536	Amino acids and Peptides	Fatty Acids and Conjugates	Oxo fatty acids	0.3895519	ISDB	XTQRPPSVJOYBFK-IHBLQFBFSA-N	InChI=1S/C8H11NO4/c1-4(10)8(13)6(11)2-5(3-9)7(8)12/h2,4,6-7,10-13H,1H3/t4-,6+,7+,8-/m0/s1	C[C@H](O)[C@]1(O)[C@H](O)C=C(C#N)[C@H]1O	C8H11NO4		185.068807832	XTQRPPSVJOYBFK	Amino acids and Peptides			Trichoderma harzianum	939829.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Hypocreaceae']	['Unknown']	['Hypocrea']	['Trichoderma harzianum']	1	1	3.0582075119018555
