ATTRIBUTE_colony	ATTRIBUTE_species	G1	G2	G3	G4	G5	G6	GNPSGROUP:2	GNPSGROUP:3	GNPSGROUP:4	GNPSGROUP:5	GNPSGROUP:6	GNPSGROUP:7	GNPSGROUP:Myrmecocystus mexicanus	GNPSGROUP:nd	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
nd,5,6,2	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	363296.8789092284	0.0	0.0	717403.1395170096	10292.052201254426	0.0	159465.21584110314	36679.50901081307	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8817.0","main.cluster index_upperinput":"8817.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	9.2615	9.2615	0	N/A	N/A	7628836.000777251	22	8817	11	22	1085.7950	2	543.3975	7628836.000777251
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	358874.09577639477	501607.4299188404	516993.66297112824	297929.6064731608	365084.21696299413	326665.1290970362	380857.51514633535	427113.1606583624	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8819.0","main.cluster index_upperinput":"8819.0"}	This Node is a Singleton	N/A	N/A	N/A	4.5910	4.5910	0	N/A	N/A	20936350.981998324	54	8819	-1	54	211.1328	1	211.1328	20936350.981998324
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	142436.23041398305	737284.3586651651	977868.3976620801	85677.55597044653	245595.1588901611	678907.584058395	436311.1681886101	400230.64609365753	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8820.0","main.cluster index_upperinput":"8820.0"}	This Node is a Singleton	InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)	SYRINGIC ACID	0.829636	2.6251	2.6251	0	COc1cc(C(=O)O)cc(OC)c1O	CCMSLIB00006697367	23272158.90542533	54	8820	-1	54	199.0599	1	199.0599	23272158.90542533
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	14197.709923416935	604186.2656689956	510662.87317170494	41919.31277991307	17992.707863367406	90609.61384604967	165357.50295023076	135484.99140012017	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8827.0","main.cluster index_upperinput":"8827.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=671&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	3.5921	3.5921	0	N/A	N/A	8690325.066911574	40	8827	671	40	362.1444	1	362.1444	8690325.066911574
nd,7,5,6,4,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50711.26103653535	3424618.0905063436	193988.81472456333	37473.02950081174	4542240.118013295	1307665.0036402843	256511.71658617252	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8832.0","main.cluster index_upperinput":"8832.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=42&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.7378	0.7378	0	N/A	N/A	62204683.90014246	25	8832	42	25	267.1076	1	267.1076	62204683.90014246
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	292267.0069324668	616400.3857214119	1073816.7316344755	161068.0004916313	462497.8204453218	535935.753349013	495314.29268407327	570616.066716476	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8833.0","main.cluster index_upperinput":"8833.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=250&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	3.2392	3.2392	0	N/A	N/A	27349385.997199178	54	8833	250	54	167.1065	1	167.1065	27349385.997199178
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	78478.46884949255	732266.6263979028	535757.7352928363	39089.01937973305	92446.39659033681	206563.83820389808	236473.04528513362	195200.00288857496	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8835.0","main.cluster index_upperinput":"8835.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=147&task=d4aca8b0f5d342488086b66b755dfd21&show=true	InChI=1S/C15H24O/c1-10(2)12-6-5-11(3)13-7-8-15(4,16)14(13)9-12/h9-10,13-14,16H,3,5-8H2,1-2,4H3	1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol	0.8952389999999999	5.3010	5.3010	0	CC(C)C(CCC(C1CC2)=C)=CC1C2(C)O	CCMSLIB00005725033	12439360.106224747	54	8835	147	54	203.1793	1	203.1793	12439360.106224747
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	510791.16596367053	2321.5551937032383	426.4851034066478	765285.9188759009	24440.99255624912	8445.768099394716	191990.32610257334	39394.62617909047	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8836.0","main.cluster index_upperinput":"8836.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=35&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	9.3185	9.3185	0	N/A	N/A	9146712.010151096	37	8836	35	37	953.7161	2	477.3580	9146712.010151096
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	74431.7588558343	646550.6973581526	572514.6398025447	95884.17772854623	137272.9360486737	252763.71059582493	259110.40748677502	283680.6118084967	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8839.0","main.cluster index_upperinput":"8839.0"}	This Node is a Singleton	N/A	N/A	N/A	4.5663	4.5663	0	N/A	N/A	14188523.638859628	54	8839	-1	54	211.1691	1	211.1691	14188523.638859628
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	9796.947208559593	775059.434336595	472265.77591882896	45967.91713203605	42784.29472521016	165659.578854238	205203.79630228694	127201.64305809514	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8840.0","main.cluster index_upperinput":"8840.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=23&task=d4aca8b0f5d342488086b66b755dfd21&show=true	InChI=1S/C15H26O2/c1-10(2)15(17)8-7-14(4)6-5-11(3)9-12(16)13(14)15/h5,10,12-13,16-17H,6-9H2,1-4H3/t12-,13+,14-,15+/m0/s1	NCGC00179861-02_C15H26O2_1,8-Azulenediol, 1,2,3,3a,4,7,8,8a-octahydro-3a,6-dimethyl-1-(1-methylethyl)-, (1R,3aR,8S,8aS)-	0.708687	5.2885	5.2885	0	CC(C)[C@]1(O)CC[C@]2(C)C\C=C(\C)C[C@H](O)[C@@H]12	CCMSLIB00000851821	10456987.774369959	44	8840	23	44	221.1896	1	221.1896	10456987.774369959
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	103358.97141751161	674966.7921964225	463798.8944911364	78419.7720247659	162191.73526275583	176585.36227124243	244253.22341673163	214310.57072643805	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8841.0","main.cluster index_upperinput":"8841.0"}	This Node is a Singleton	N/A	N/A	N/A	4.6225	4.6225	0	N/A	N/A	12950132.842981158	54	8841	-1	54	293.1732	1	293.1732	12950132.842981158
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	34408.68915629834	215140.88480101916	610762.191190283	184550.8611592028	16601.077161052443	34715.07568534913	138504.65461025137	2767.574886128892	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8842.0","main.cluster index_upperinput":"8842.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	O-Acetylcholine - 40.0 eV	0.876519	0.7983	0.7983	0	CC(=O)OCC[N+](C)(C)C	CCMSLIB00006123427	6393354.7111605955	24	8842	6	24	146.1053	1	146.1053	6393354.7111605955
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	128075.6994168447	1287402.9666057727	564661.937142654	58226.46817110264	117165.19350130418	242568.7411549874	335435.5031512725	273921.49031451193	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8845.0","main.cluster index_upperinput":"8845.0"}	This Node is a Singleton	N/A	N/A	N/A	1.5294	1.5294	0	N/A	N/A	17621405.06747463	45	8845	-1	45	314.1442	1	314.1442	17621405.06747463
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	77682.76595955653	254529.94180357596	234664.7161925446	55225.67669422181	81334.11841733995	91833.5278185151	118196.19248245926	148069.0530562367	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8846.0","main.cluster index_upperinput":"8846.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=493&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	2.2132	2.2132	0	N/A	N/A	6621577.278643019	54	8846	493	54	188.1285	1	188.1285	6621577.278643019
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	91195.82699962473	419065.814211264	387731.4923720995	83579.12722872502	124935.85070648859	194057.5790186217	194694.9015234533	211458.39126988506	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8848.0","main.cluster index_upperinput":"8848.0"}	This Node is a Singleton	N/A	N/A	N/A	4.3551	4.3551	0	N/A	N/A	10647632.600237936	54	8848	-1	54	272.2217	1	272.2217	10647632.600237936
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	29991.08560302509	379424.27115124423	368705.4535830999	52244.24888493904	34911.0897848732	153876.65839411726	141401.37485621945	115759.69543662768	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8850.0","main.cluster index_upperinput":"8850.0"}	This Node is a Singleton	N/A	N/A	N/A	3.1118	3.1118	0	N/A	N/A	7430540.806879118	54	8850	-1	54	314.2325	1	314.2325	7430540.806879118
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	154520.97855184748	445352.11371647497	746487.4327120536	205141.79741506756	152724.31940842175	625434.5054770213	356130.3261017033	242498.94928554757	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8852.0","main.cluster index_upperinput":"8852.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=218&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	2.8494	2.8494	0	N/A	N/A	18321986.59496273	54	8852	218	54	304.2118	1	304.2118	18321986.59496273
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	21570.372606175722	113653.6466240117	208024.01077253307	73867.86892857614	1001.2505855900015	7485.641554846688	53237.5278989155	45775.33157794409	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8853.0","main.cluster index_upperinput":"8853.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=310&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	1.8946	1.8946	0	N/A	N/A	2815128.9359736657	23	8853	310	23	356.1813	1	356.1813	2815128.9359736657
nd,7,5,6,2	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	28761.716750628064	0.0	0.0	122597.21776312485	9556.787822116894	196.93103632616575	25146.98795348038	4093.324839613502	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8860.0","main.cluster index_upperinput":"8860.0"}	This Node is a Singleton	N/A	N/A	N/A	8.7388	8.7388	0	N/A	N/A	1189508.0445770056	21	8860	-1	21	1485.0495	3	495.6832	1189508.0445770056
nd,5,6,2	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	34070.32247738612	0.0	0.0	171983.052378475	3659.5525354502524	0.0	31649.51053205424	4280.503140279285	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8861.0","main.cluster index_upperinput":"8861.0"}	This Node is a Singleton	N/A	N/A	N/A	8.7440	8.7440	0	N/A	N/A	1490121.5095967292	20	8861	-1	20	1441.0234	3	481.0078	1490121.5095967292
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	176793.23747293875	429367.28069038026	334041.8379250732	156362.6303013886	139587.2309004782	239127.69982492918	225402.04371403434	227124.30613251906	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8862.0","main.cluster index_upperinput":"8862.0"}	This Node is a Singleton	N/A	N/A	N/A	4.3869	4.3869	0	N/A	N/A	12185488.45990573	54	8862	-1	54	227.1274	1	227.1274	12185488.45990573
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	400808.2223066362	251212.70003954147	352114.0799927819	179904.0076897457	164838.51455244413	168457.8682228069	230240.11937078764	100208.72244153882	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8863.0","main.cluster index_upperinput":"8863.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=558&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	6.5770	6.5770	0	N/A	N/A	11392715.270588541	53	8863	558	53	387.3217	1	387.3217	11392715.270588541
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	71589.42511853584	595195.0825545763	546659.640424989	67445.90156562236	127709.79324551082	223423.11662399775	236460.04175936076	202061.28825018826	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8865.0","main.cluster index_upperinput":"8865.0"}	This Node is a Singleton	N/A	N/A	N/A	4.5174	4.5174	0	N/A	N/A	12493652.226932101	54	8865	-1	54	300.2531	1	300.2531	12493652.226932101
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	182583.85673470414	217681.6912450508	230811.6510781692	110712.25608719206	163593.35379177448	273789.65954801784	193944.73632836845	199097.7215293286	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8866.0","main.cluster index_upperinput":"8866.0"}	This Node is a Singleton	N/A	N/A	N/A	3.2125	3.2125	0	N/A	N/A	10514239.643339578	54	8866	-1	54	213.1120	1	213.1120	10514239.643339578
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	91556.5458471515	151184.3973590311	567544.399399913	187686.26914758683	120217.92578869198	322916.5597372777	219066.38289474486	187360.30069770504	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8867.0","main.cluster index_upperinput":"8867.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=151&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	5.1582	5.1582	0	N/A	N/A	11575936.018739903	53	8867	151	53	421.1129	1	421.1129	11575936.018739903
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	320898.22479651164	1455440.2856304084	1771556.419377299	258773.9227873313	336280.39475537837	760658.4523829443	707495.6917875163	661155.5863177238	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8870.0","main.cluster index_upperinput":"8870.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=144&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	2.2983	2.2983	0	N/A	N/A	37834046.51276755	54	8870	144	54	167.1065	1	167.1065	37834046.51276755
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	78108.08625447346	344860.26337888767	367468.6219250031	76633.90567247488	107886.70582823017	165873.67512114637	169716.97389108295	165915.53254216324	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8871.0","main.cluster index_upperinput":"8871.0"}	This Node is a Singleton	N/A	N/A	N/A	3.7484	3.7484	0	N/A	N/A	9134305.05932712	54	8871	-1	54	245.1384	1	245.1384	9134305.05932712
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	13955.499764530288	71276.74592928293	2597455.223231122	78104.61667343955	31567.348970747276	3636915.0461211903	1025826.3664944129	626744.1417052703	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8872.0","main.cluster index_upperinput":"8872.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=42&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	1.4018	1.4018	0	N/A	N/A	52201965.99238516	29	8872	42	29	233.1020	1	233.1020	52201965.99238516
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	675593.7099122045	291262.20005290717	1275089.7691784473	126191.54287148427	84484.29315326105	151779.55203171176	337483.41054480645	312413.8709648366	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8873.0","main.cluster index_upperinput":"8873.0"}	This Node is a Singleton	N/A	N/A	N/A	1.4306	1.4306	0	N/A	N/A	18023547.852779787	40	8873	-1	40	263.1970	1	263.1970	18023547.852779787
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	7442.899671338208	209585.5463934105	35641.98424318108	36159.252191223226	24013.63228137821	153874.08386999142	74576.94211806086	89482.83395121135	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8874.0","main.cluster index_upperinput":"8874.0"}	This Node is a Singleton	N/A	N/A	N/A	4.7341	4.7341	0	N/A	N/A	4146402.0090404907	54	8874	-1	54	266.1744	1	266.1744	4146402.0090404907
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	3352.339887344964	585315.6871260777	294431.3596667023	37126.227958037285	23251.21090392819	61663.31901833167	133071.3949790513	119281.97134421662	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8875.0","main.cluster index_upperinput":"8875.0"}	This Node is a Singleton	N/A	N/A	N/A	3.7950	3.7950	0	N/A	N/A	7075539.939790094	42	8875	-1	42	435.1650	1	435.1650	7075539.939790094
7,5,6,4,2,3	Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	22573.66400387582	21219.907690162876	101727.59829834086	142181.5745852109	3698.5389822571988	6441.005878229226	40711.31529186564	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8877.0","main.cluster index_upperinput":"8877.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	O-Acetylcholine - 40.0 eV	0.876519	0.7895	0.7895	0	CC(=O)OCC[N+](C)(C)C	CCMSLIB00006123427	1872720.5034258196	9	8877	6	9	146.1079	1	146.1079	1872720.5034258196
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	377404.05916164146	259401.2430777906	437915.0624677171	263333.9973041413	307424.3538847629	273390.58375975786	311103.84698356315	348249.50456051185	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8879.0","main.cluster index_upperinput":"8879.0"}	This Node is a Singleton	N/A	N/A	N/A	3.9030	3.9030	0	N/A	N/A	17096772.997728	54	8879	-1	54	232.1543	1	232.1543	17096772.997728
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	5022.340389828377	329546.1256142959	214884.50551618155	38504.45259983735	6959.781045130933	126563.64834565444	99585.09740221972	89744.15898807385	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8883.0","main.cluster index_upperinput":"8883.0"}	This Node is a Singleton	InChI=1S/C15H18O3/c1-8-10-4-6-15(3)7-5-11(16)9(2)12(15)13(10)18-14(8)17/h5,7-8,10,13H,4,6H2,1-3H3/t8?,10?,13?,15-/m0/s1	ST056341	0.739618	4.6786	4.6786	0	CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O	CCMSLIB00006701476	5298867.752406697	40	8883	-1	40	229.1219	1	229.1219	5298867.752406697
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	42440.32661773684	360465.79497009405	353399.26793232764	53590.74925013509	59350.72793349468	171981.48262329306	149542.63305836168	161849.254047264	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8885.0","main.cluster index_upperinput":"8885.0"}	This Node is a Singleton	N/A	N/A	N/A	3.2400	3.2400	0	N/A	N/A	8173755.153062751	54	8885	-1	54	242.1747	1	242.1747	8173755.153062751
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	352043.6436130551	625827.7215092728	390248.5006670178	117607.49503776214	340323.3342688997	358033.05129379354	354091.8253581137	239075.61100863168	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8886.0","main.cluster index_upperinput":"8886.0"}	This Node is a Singleton	N/A	N/A	N/A	2.4086	2.4086	0	N/A	N/A	18200828.854542285	54	8886	-1	54	166.0861	1	166.0861	18200828.854542285
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	336094.5699522716	49436.71668974866	39590.30492774206	880193.3553045911	86608.71490504955	62987.0922481514	225332.38816569513	107014.49278026228	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8887.0","main.cluster index_upperinput":"8887.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=35&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	9.4043	9.4043	0	N/A	N/A	11221405.79786407	54	8887	35	54	909.6944	2	455.3472	11221405.79786407
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	38692.59082728425	430578.34709099855	614254.8956549747	191025.58756745415	72484.66132863793	161941.60500212762	209214.22306626503	163726.56744908483	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8888.0","main.cluster index_upperinput":"8888.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=131&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	3.4559	3.4559	0	N/A	N/A	10933666.800640868	54	8888	131	54	237.1847	1	237.1847	10933666.800640868
